userName,content,score,at,appVersion,sentiment,processed_content
Mustafa Mus,Nggak dapat driver terus Dari jam 11 sampai sore jam 5 nggak dapat drivernya nggak ada yg readyMending pakai GRAB,1,2021-12-07 08:17:07,4.33.1,negative,driver jam sore jam drivernya readymending pakai grab
Wa Wan,dhyuur,5,2022-03-23 09:27:30,4.17.2,positive,dhyuur
Bp Sumarno,Siip,5,2022-02-15 16:20:26,4.31.1,positive,siip
Muhammad Syamsul Azis Official,Lanjutkan,5,2023-12-18 12:01:26,4.80.2,positive,lanjut
Hilya Zahra,apk ini membantu bangett ,5,2022-02-26 03:46:08,4.30.1,positive,apk bantu bangett
Hide Hilman,Good service,5,2022-08-12 05:50:19,4.38.2,positive,good service
Mesyana Tanjuna,Gmn sih ini kmren pake gopay later harusny kena jatoh temponya akhr buln agustus dong msa langsung jatuh tempo tanggl 1 coba,4,2022-08-01 13:53:34,4.48.1,positive,sih kmren pake gopay later harusny jatoh tempo akhr buln agustus msa jatuh tempo tanggl coba
Maryani Yani,susah,3,2022-02-27 09:39:47,4.37.2,negative,susah
Emrita,Kenapa sih otp nya lama kali masuk padahal kan nomor nya udh benar,3,2023-02-05 05:34:55,4.60.1,negative,sih otp nomor
Yanti Lim,gak jelas biasanya aku pp kerja dan ini pas mau cepatcepat pulang malah gak bisa pesan gojek karena lokasi gak terdeteksi,2,2023-12-11 10:14:51,4.79.2,negative,pp pas cepatcepat pulang pesan gojek lokasi deteksi
Marjuki Gojek,top bgt,5,2022-10-27 11:42:05,4.54.2,positive,top banget
Dwight Suryanto Suryanto,Sangat membantu masyarakat yg memerlukan transportasi Hanya saja perlu dipermudah untuk pemesanan dan pembatalan untuk para lansia yg agak gaptek ,5,2022-06-12 12:08:16,4.40.1,positive,bantu masyarakat transportasi mudah mesan batal lansia gaptek
Ani Suminar,ok,4,2023-08-23 17:49:09,4.72.1,positive,ok
Edi Purwanto,Ok,4,2023-10-27 03:28:29,4.75.1,positive,ok
Catharina Silvia,Ok,4,2021-11-18 13:50:43,4.31.1,positive,ok
Ikhsan mahlil,Gopaynya berkurang padahal gak dipake,1,2023-11-04 09:47:16,4.74.2,negative,gopaynya kurang dipake
Bosunpioner Pioner,Mantaffff,5,2023-10-23 00:32:13,4.76.2,positive,mantaffff
Liana tupuada,Good,5,2022-02-12 13:17:07,4.35.1,positive,good
Sri Ku,Apasih cokk abis update gabisa dibuka orang dah laper toll,1,2023-09-28 09:26:08,4.75.1,negative,apasih cokk habis update gabisa buka laper toll
Icha Asri,Berkurang 1 Bintangkecewa dengan kebijakan bunga 2,4,2023-10-01 11:01:51,4.75.1,positive,kurang bintangkecewa bijak bunga
Rama Danhil,Aplikasi sangat menyenangkan ngak perlu belanja keluar rumah cukup pakai aplikasi ini saja,5,2023-07-21 08:12:45,4.67.2,positive,aplikasi senang ngak belanja rumah pakai aplikasi
Sarudin udin,Good,5,2023-06-30 09:26:33,4.69.2,positive,good
Wiwin SihYuani,Nyaman,5,2022-04-26 03:01:54,4.38.2,positive,nyaman
DzAkysxixixi,Aku gak bisa Minta gopay ke teman dan keluarga ini gimana ya cara ngatasinnya,4,2023-04-20 14:44:06,4.65.2,positive,gopay teman keluarga gimana ngatasinnya
Edi Supriyadi,Gojek pelayanan oke,5,2024-01-12 07:48:14,4.80.4,positive,gojek layan oke
Muhidin Saleh,Makin mantap nihok banget lah,5,2023-03-23 04:36:14,4.63.2,positive,mantap nihok banget
Kardiman 1969,Manthaap pelayanannya,5,2023-03-07 03:34:54,4.62.2,positive,manthaap layan
Juwita Prakarti,Ok ya,5,2023-07-13 03:51:11,4.69.3,positive,ok
yulianti maisaroh,Sejauh ini aq  nyaman pakai Gojek  nggak pernah ada kendala apa pun ,5,2022-04-30 12:40:54,4.42.2,positive,aq nyaman pakai gojek kendala
Hendra Prastyo,Mantap,5,2022-01-02 14:43:58,4.34.1,positive,mantap
Refi Jarambah,Sangat membantu,4,2023-04-26 00:56:14,4.64.2,positive,bantu
prasetya bajahitam,Membantu sekali,5,2022-04-04 01:13:53,4.35.1,positive,bantu
reza kurniawan,Ganti ke ijo ijo sebelah Susah disini  Males ngejelasinnya,1,2021-12-05 04:01:32,4.19.3,negative,ganti ijo ijo belah susah males ngejelasinnya
hairul anwar,Mantap,5,2022-12-16 03:53:52,4.57.1,positive,mantap
Andri Firdaus Idos,Good job,5,2023-10-23 00:48:02,4.77.1,positive,good job
muhammad firdaus,Gopay later blm sebulan udh jatuh tempo,5,2022-03-04 05:42:19,4.38.2,positive,gopay later bulan jatuh tempo
Rey Archaraina,bagus,5,2022-10-25 15:42:31,4.54.2,positive,bagus
Lexn,susah bet nyari driver padahal di map ada yg deket tapi dapetnya yg jauh bangke lah update gopay plus susah sekali emang butuh foto yg kek gimana anjeng,5,2022-11-02 15:53:16,4.47.1,positive,susah bet nyari driver map deket dapetnya bangke update gopay plus susah emang butuh foto kek gimana anjeng
Pengguna Google,Driver goride sekarang gak kayak dulu Orangnya suka emosi ngrokok gak sopan Malah ada driver yg males cari alamat lalu sering minta cancel padahal posisi sedang terburu buru,1,2022-03-09 09:05:19,4.38.2,negative,driver goride kayak orang suka emosi ngrokok sopan driver males cari alamat cancel posisi buru buru
Endik Susanto,Good,5,2023-09-03 03:56:02,4.71.3,positive,good
Samlawi Samlawi,Ok,5,2023-12-27 05:53:04,4.80.4,positive,ok
Iwan Tom,Sangat membantu,4,2022-10-28 20:43:18,4.54.2,positive,bantu
Kailan Mardhatillah,Solusi di kala lapar,5,2023-12-16 06:12:48,4.78.3,positive,solusi lapar
Ari Kurnia,Apakah ini awal kehancuran gojek,2,2023-05-08 07:01:41,4.65.2,negative,hancur gojek
Cucing imut,Bagus,5,2022-06-07 01:30:25,4.42.2,positive,bagus
Aulia Akualani,Drivernya sopan dan membantu,5,2023-09-17 12:04:14,4.74.2,positive,drivernya sopan bantu
Ricky TW,Aplikasi nya tolong di perbaiki masa cuma Gojek kadang suka tertutup sendiri aplikasi yg lain tdk,2,2022-02-20 14:56:07,4.36.1,negative,aplikasi tolong baik gojek kadang suka tutup aplikasi
Adr Radja,Promo2 nya yg terkini ok2 baik di aplikasi gojek nya di toped maupun di merchant2 offline pertahankantingkatkan tq gojek,5,2023-01-15 05:56:06,4.58.1,positive,promo kini ok aplikasi gojek toped merchant offline pertahankantingkatkan tq gojek
Desi Ahmad1712,Bagus,5,2023-02-22 04:15:37,4.55.2,positive,bagus
Perniato Gulo,Terbaik,5,2023-10-31 02:17:14,4.74.2,positive,baik
Rahmat Zarwanto,Ok,5,2022-12-29 04:24:57,4.58.1,positive,ok
Pius. Ign,Sangat membantu,5,2023-01-30 01:57:20,4.60.1,positive,bantu
Tuyol_the House Yooow,Gak bisa upgrade gopay plus foto buram karna kamera hp gak memadai solusinya gmana Udah dari dulu gak bisa bisa,1,2022-02-04 09:52:02,4.36.1,negative,upgrade gopay plus foto buram karna kamera hp pada solusi gmana
Sefrita Sefrita,ok bangetsangat mmbantu,5,2022-04-11 13:24:48,4.38.2,positive,ok bangetsangat mmbantu
Blush Sofia,bagus,5,2022-02-14 05:30:10,4.25.2,positive,bagus
Aziz Muzzamil,Akun lvl bos flash sale pada hilang cek di akun temen yg level kecil ada kira2 knp ya Udah lapor tapi langsung ditutup,2,2023-03-12 05:47:49,4.63.2,negative,akun lvl bos flash sale hilang cek akun temen level lapor tutup
Hagemaru Senju,Bagus sih tapi untuk food gak seperti milik apk tetangga  Tetangga bisa digabungin loh voucher diskon makanan  voucher diskon ongkir,5,2022-12-19 10:40:50,4.56.1,positive,bagus sih food milik apk tetangga tetangga digabungin loh voucher diskon makan voucher diskon ongkir
Eko Prasetiyo,Mntap,4,2021-12-22 13:13:47,4.34.1,positive,mntap
rizky permata,Udah top up 200 lebih ga masuk udqh laporin ke gojek tapi gajelas kejelasannyaabis ini gue uninstall aja deh,1,2022-11-28 05:26:36,4.56.1,negative,top up udqh laporin gojek gajelas kejelasannyaabis uninstall aja deh
Derek julius Boritnaban,Good,5,2023-04-10 03:40:25,4.64.2,positive,good
Ok D'jud,Dasar zionis sistem pembodohan,1,2024-01-07 07:31:09,4.80.4,negative,dasar zionis sistem bodoh
Ryzqa Zainal Arifin,Bagus aplikasinya  gampang penggunaanya,5,2023-01-28 06:02:02,4.59.1,positive,bagus aplikasi gampang penggunaanya
Yatimah Yatimah,Drivernya di perhatikan kesejahteraannya,5,2022-03-29 12:55:25,4.38.2,positive,drivernya perhati sejahtera
Ummi Eha MCI,Ramah dan tepat waktu,5,2023-10-20 20:46:39,4.76.2,positive,ramah waktu
Sur Anta,Perjuangan yg tak ada henti,4,2021-11-05 03:12:21,4.30.1,positive,juang henti
Nuraidah Alfiyani,Dengan adanya gojek semuanya jd muda,5,2022-05-05 01:55:10,4.13.1,positive,gojek muda
Muhammad Rizky,Bagus sekali kalau mau dijemput,5,2022-11-17 07:14:14,4.55.2,positive,bagus jemput
Rizkitrin Official,Good,5,2022-07-01 04:38:18,4.38.2,positive,good
Syaira putri Suwandi,Sangat membantu,5,2023-09-25 09:04:33,4.55.2,positive,bantu
TMD Hariyanto,lumayan,5,2023-01-03 23:41:03,4.55.2,positive,lumayan
Intan Putri,Saya suka  prektis,5,2023-02-17 10:47:55,4.61.1,positive,suka prektis
Nurdin Agus,Karena gojek ada jalan ikhtiar dpt kerja tanpa ijazah  tetap bersyukur krn bisa kasik anak kluarga mkn mnum,5,2023-07-29 04:58:39,4.70.1,positive,gojek jalan ikhtiar dpt ijazah syukur kasik anak kluarga mkn mnum
Wahid Putra wijaya,Mantap,5,2021-11-11 14:19:32,4.31.1,positive,mantap
SonZ FF,SANGAT BURUK TIDAK MELAKUKAN TRANSAKSI ILEGAL ATAU SEMACAMNYA TAPI GOPAYLATER DI BLOKIR SANGAT KECEWA TIAP BULAN TIDAK PERNAH TELAT BAYAR TAPI DI BLOKIR PAYAH SEKALI GOJEK SEKARANG,1,2022-02-24 12:06:47,4.36.1,negative,buruk transaksi ilegal macam gopaylater blokir kecewa telat bayar blokir payah gojek
Faridati Umar,APLIKASI RUSAK,1,2022-04-27 12:49:11,4.41.1,negative,aplikasi rusak
MUKTI,Sangat memudahkan saya ketika lagi di surabaya 98 deh ku kasih nilai nya,5,2023-12-09 11:03:49,4.79.2,positive,mudah surabaya deh ku kasih nilai
Jujun Vlog,dg ada nya gojeg perjalanan menjadi lebih mudah lebih cepat pokoy gojek sangat membantu masyarakat dlm perjalanan terima kasih gojeg ,5,2022-02-20 21:43:41,4.37.1,positive,dg gojeg jalan mudah cepat pokoy gojek bantu masyarakat dlm jalan terima kasih gojeg
Ilham Alfarizi,Assalamualaikum admin gopay ko gopay saya di blokir ya kan saya tidak melakukan penipuan sama sekali tiba di blokir tolong bantu saya  min,1,2021-12-14 10:24:40,4.33.1,negative,assalamualaikum admin gopay ko gopay blokir tipu blokir tolong bantu min
Bukan kaleng kaleng,Sering sering diskon,4,2023-08-19 22:15:20,4.69.1,positive,diskon
Selly Marveraa,Menurun kunerjanya,3,2022-10-18 04:34:53,4.54.2,neutral,turun kunerjanya
Wjn 2018,Ribet Makai nya,1,2022-12-31 17:11:46,4.58.1,negative,ribet maka
Linayulia Yulia,sangat membantu ,5,2023-08-12 04:53:31,4.70.1,positive,bantu
Dendy S.d,Sip oke yes sip,5,2022-03-14 14:57:04,4.21.1,positive,sip oke yes sip
Ahmad Jabbaar Ramadhan,Tolong banyakin promo cuy,5,2022-11-12 09:31:32,4.48.1,positive,tolong banyakin promo cuy
Muhammad Saidi Yasin,Terbaik,5,2022-09-04 05:36:04,4.50.1,positive,baik
Selefper Band,Inovasi gojek sangat buruk Saya tidak bisa login akun gojek saya di hp lain karena akun gojek saya msih terlogin di perangkat yg lama tapi kendalanya perangkat lama saya rusak Saldo prakerja saya akhirnya nyangkut di perangkat yg lama Sudah hubungi customer service gojek malah disuruh logout di hp yg lama Sudah saya katakan hp yg lama rusak gmna mau logout,1,2021-12-04 03:53:44,4.27.2,negative,inovasi gojek buruk login akun gojek hp akun gojek msih terlogin perangkat kendala perangkat rusak saldo prakerja nyangkut perangkat hubung customer service gojek suruh logout hp hp rusak logout
Gobitzz Ok,Top news bgt gan,5,2023-08-24 06:33:36,4.72.1,positive,top news banget gan
Ningrum Kurniasih,Gopay leter sy engga bisa di gunakan ke blokir pada hal slalu bayar denda walaupun suka telat,5,2023-08-11 13:53:57,4.72.1,positive,gopay leter engga blokir slalu bayar denda suka telat
Naufal Dzakiy,Kenapa gojek saya gak ada tarik weii cuma ada tarik tunai,3,2021-11-24 08:53:20,4.32.1,neutral,gojek tarik weii tarik tunai
Rendi Kurniawan,Bagus,5,2021-11-25 10:58:41,4.30.1,positive,bagus
Fhariz Mukhlis,Saat ingin meminta dana ke teman malah tidak bisa,1,2023-05-15 10:41:06,4.66.1,negative,dana teman
Acuy Hendra,Siip,5,2021-12-19 02:16:46,4.34.1,positive,siip
Eka Sari,Tolong donk untuk gofood disediakan informasi menu HALAL atau TIDAK,1,2023-08-22 12:26:03,4.73.1,negative,tolong donk gofood sedia informasi menu halal
Cecep Kosasih,Ok,5,2022-05-10 12:40:11,4.20.1,positive,ok
Subijantoro Toro,Semoga aplikasi lancar terus,4,2023-12-17 03:03:15,4.80.2,positive,moga aplikasi lancar
Maulana Basir,Ok,5,2023-01-26 06:28:15,4.59.1,positive,ok
10_Bobby Kurniawan,Harga nya naik banyak,1,2023-01-01 05:25:23,4.58.1,negative,harga
bejo scene corner,bug nih saya mau bayar pakai gopay di alfamart dan indomaret yang mwngharuskan pakai barcode di aplikasi tapi begitu saya masukin pin nya barcode keluar tapi timer barcode nya cuma 3 detik doang jadinya hangus terus kode nya sudah du uninstal dan instal lagi tetep aja begitu terus jadi ga bisa lagi bayar pake barcode tapi kalau kita yang scan barcode misl bayar di mcd masih bisa,1,2023-03-25 03:15:33,4.63.2,negative,bug nih bayar pakai gopay alfamart indomaret mwngharuskan pakai barcode aplikasi masukin pin barcode timer barcode detik doang hangus kode du uninstal instal tetep aja bayar pake barcode scan barcode misl bayar mcd
#wininjawa as,Gak tau kesalahan nya apatiba2 pas buka akun malah kena pm,1,2023-03-03 19:12:53,4.62.2,negative,salah apatiba pas buka akun pm
Mangde Demang,Mantappppppppppppppppp,5,2022-12-05 14:22:33,4.56.1,positive,mantappppppppppppppppp
Bagus Samsungj7pro,Kasih bintang 5 karena selalu kasih promo,5,2022-11-07 01:43:58,4.54.2,positive,kasih bintang kasih promo
Muhammad kori Syaiful Fattah,Saya sangat kecewa dengan pihak gojek saya memesan sesuatu lewat go mart dan saat saya lihat di aplikasi diberitahukan bahwa pesanan sudah diterima tetapi saya tidak menerima pesanan saya tersebut dan driver juga di chat tidak aktif Perusahaan sekelas go jek kok bisa lalai dalam memilih driver Nama driver tersebut adalah Muhammad sanuwan,1,2021-12-03 02:47:42,4.29.1,negative,kecewa gojek mes go mart aplikasi diberitahukan pesan terima terima pesan driver chat aktif usaha kelas go jek lalai pilih driver nama driver muhammad sanuwan
Devi Prihasti,Sering banget tiba freeze,3,2022-02-13 11:48:29,4.36.1,negative,banget freeze
Perdi Jr,Apk ok,2,2022-04-25 03:44:21,4.41.1,negative,apk ok
jelius Harefa,Suka menggunaka gojek jika melakukan pembayaran di alfamart suka dapat cash backdan potongan harga thaks,5,2023-09-17 11:08:02,4.74.2,positive,suka menggunaka gojek bayar alfamart suka cash backdan potong harga thaks
Putri Kamada,Good,5,2022-04-29 02:30:21,4.42.2,positive,good
Ismet Duparanu (Metmet),Okeh,5,2021-11-23 05:42:01,4.1.0,positive,okeh
Aep Warsandi,Sangat membantu dan lebih irit,5,2022-09-28 16:20:37,4.52.2,positive,bantu irit
Ayayuk Happy,Seneng banget pakai gojek apalagi ada gopay later dan coin tambah cinta sama gojek sukses terus ya gojek  lebih bagus lagi kalau ada dana instan wah mantep ,5,2022-06-11 03:45:02,4.44.1,positive,neng banget pakai gojek gopay later coin cinta gojek sukses gojek bagus dana instan mantep
Bejo Santoso,Bagus,5,2022-08-28 23:45:18,4.32.1,positive,bagus
Hendra S,Ok,5,2023-07-14 09:36:56,4.69.3,positive,ok
Fahmi Rajab,good aplk,5,2022-11-05 23:27:30,4.55.2,positive,good aplk
Museday Tv,GOJEK VERY GOOD VERY NICE THIS ONE AND ONLY,5,2023-09-12 04:56:12,4.74.2,positive,gojek very good very nice this one and only
Utami sheza,Driver ramah,5,2023-05-22 05:21:35,4.66.1,positive,driver ramah
Yenny Yenny,Mantap,5,2023-06-29 06:27:07,4.69.1,positive,mantap
Muhamad Ilman,Kasih  pokoknya buat playanannya,5,2023-03-07 10:18:29,4.61.1,positive,kasih pokok playanannya
Rio112234w2 Firdaus,Terima kasih dengan pelayanan nya,5,2022-10-23 14:07:15,4.54.2,positive,terima kasih layan
Nofa Efanda,Good,3,2022-01-09 10:40:26,4.34.1,positive,good
Muhamad Rohmat supriatna,Good,5,2022-09-24 12:15:40,4.50.1,positive,good
Kurnia Budiana,Mantap,5,2021-11-08 07:35:54,4.28.4,positive,mantap
Ferry Chandra,Aplikasi yang gk ada gunanya driver gocar sering membatalkan pesanan,1,2022-02-25 10:09:16,4.38.1,negative,aplikasi guna driver gocar batal pesan
Rizali Hadi,Enak belanja makanan di gojek karna selalu dapat harga murah dan selalu dapat promo pokoknya mantap dah,5,2023-04-27 13:17:21,4.66.1,positive,belanja makan gojek karna harga murah promo pokok mantap
Michael Abraham,Why Gojek I Dont Know my system handphone verry problem or system app Gojek Verry Problem My connection Handphone no Promblem tapi Kok Dapat notif gini amat lemot Masa 30 menit Baru dapat notif Yang Udh lewat 45 menit saya salah apa Dev,2,2024-01-12 12:26:42,4.80.4,negative,why gojek dont know my system handphone verry problem or system app gojek verry problem my connection handphone no promblem notif gin lot menit notif menit salah dev
Saint Loco,Membantu,5,2023-07-28 09:56:45,4.71.2,positive,bantu
Septira Pradana Bizard,Banyak discountnya,5,2021-11-13 07:42:50,4.31.1,positive,discountnya
Y. Galuh,Sangat membantu sekali aplikasi ini,5,2022-12-22 15:26:21,4.58.1,positive,bantu aplikasi
Made Sudartabali,Update kembali normal,4,2022-08-24 07:22:14,4.48.1,positive,update normal
Henny Suryani,Membuat segalanya menjadi mudah,5,2023-03-27 04:14:22,4.56.1,positive,mudah
ariandi Widodo,Mantul,4,2021-12-16 12:25:31,4.30.1,positive,mantul
Ridwan Ilham,Oke,5,2021-11-09 05:08:40,4.31.1,positive,oke
ZDN LIMIT,Terima kasih banyak Gojek Gopay saya yg awalnya di blokir skrng sudah tidak ke blokir lagi  Sehat selalu buat admin2 Gojek yang udah mau nanganin laporan saya,5,2022-03-08 13:02:38,4.38.2,positive,terima kasih gojek gopay blokir skrng blokir sehat admin gojek nanganin lapor
Endah Resti,kenapa titik mapsnya suka pindah2 ,4,2022-03-30 11:54:23,4.18.2,positive,titik mapsnya suka pindah
Dwi Baskoro,Sangat memudahkan perjalanan aku suka banget,5,2022-08-22 00:02:13,4.49.2,positive,mudah jalan suka banget
Vikar Aditya,Makin lama makin susah cari driver,1,2022-04-19 10:28:55,4.38.2,negative,susah cari driver
Tenang Cool,Gojek Sangat Keren dan Sangat membantu saya setiap harinya,5,2022-11-11 02:11:04,4.54.2,positive,gojek keren bantu hari
Maya Sartika,Alhamdulillah blum hal buruk selama naik gojek siiiselalu dpt driver orng ramah baik dan nyamanmakasih gojek,5,2022-10-22 05:35:45,4.54.2,positive,alhamdulillah blum buruk gojek siiiselalu dpt driver ramah nyamanmakasih gojek
Hasyim Asy'ari,Ok sangat bagus,5,2022-06-16 13:59:54,4.45.1,positive,ok bagus
katro bang,VOUCHER DISKON NYA OK,5,2023-05-19 01:00:19,4.66.1,positive,voucher diskon ok
Lis Wati,Susah update,1,2022-09-20 05:35:35,4.36.1,negative,susah update
ini Daniel,I really love gojek ,5,2022-12-09 12:57:50,4.57.1,positive,really love gojek
Khalifa Yalawardana,Good,5,2023-08-04 04:35:12,4.71.3,positive,good
Aiiu Chibeee,Makin kesini makin mahal ditambah udah gaada vocher gofood  Bye aja deh pake gojek,1,2023-03-14 13:29:42,4.62.2,negative,kesini mahal tambah gaada vocher gofood bye aja deh pake gojek
Wahyu Putri Utami,Saya selalu menggunakan apl ini tp kenapa pengguna lama malah jarang dapat diskon baik goride maupun gocartolong kasih apresiasi padape gguna lama agar tetap pakai apl ini,5,2023-10-07 00:08:13,4.76.2,positive,apl guna jarang diskon goride gocartolong kasih apresiasi padape gguna pakai apl
wewith 4776,Trims,5,2022-03-12 11:55:11,4.38.2,positive,trims
Susana Wowor,Atqss ada,4,2024-01-25 23:26:51,4.80.4,positive,atqss
Julius Manurung,mohon diperhatikan nasib mitra mu,1,2023-01-27 03:38:34,4.55.2,negative,perhati nasib mitra
odie computer,bagus,5,2023-01-30 06:02:06,4.47.1,positive,bagus
agus trisno purnomo,Mantaps,5,2023-10-16 10:04:45,4.75.1,positive,mantaps
Vitri Izqian,Gojek gak jelas banget padahal akun gak habis ngapa2in tiba2 jadi sakit alhasil gak dapet voucher  langganan  sama tantangan  Emang paling bener install grab aja aplikasinya lebih baik  Seandainya ada penilaian bintang 0 mending ngasih nilai 0 buat gojek ,1,2023-02-06 19:36:44,4.60.1,negative,gojek banget akun habis ngapain sakit alhasil dapet voucher langgan tantang emang install grab aja aplikasi anda nilai bintang mending ngasih nilai gojek
Erik wee,Apk babi mau daftar aja susah tolol,1,2023-08-19 10:50:53,4.72.1,negative,apk babi daftar aja susah tolol
lana Maulana,Nice,5,2021-12-10 19:33:41,4.33.1,positive,nice
